Name,Album,Artist,Genre,Subgenre,Publish Date,Duration,BPM,Vocal Rage,E2_binary,F2_binary,F♯2_binary,G2_binary,G♯2_binary,A2_binary,A♯2_binary,B2_binary,C3_binary,C♯3_binary,D3_binary,D♯3_binary,E3_binary,F3_binary,F♯3_binary,G3_binary,G♯3_binary,A3_binary,A♯3_binary,B3_binary,C4_binary,C♯4_binary,D4_binary,D♯4_binary,E4_binary,F4_binary,F♯4_binary,G4_binary,G♯4_binary,A4_binary,A♯4_binary,B4_binary,C5_binary,C♯5_binary,D5_binary,D♯5_binary,E5_binary,F5_binary,F♯5_binary,G5_binary,G♯5_binary,A5_binary,A♯5_binary,B5_binary,C6_binary,E2_freq,F2_freq,F♯2_freq,G2_freq,G♯2_freq,A2_freq,A♯2_freq,B2_freq,C3_freq,C♯3_freq,D3_freq,D♯3_freq,E3_freq,F3_freq,F♯3_freq,G3_freq,G♯3_freq,A3_freq,A♯3_freq,B3_freq,C4_freq,C♯4_freq,D4_freq,D♯4_freq,E4_freq,F4_freq,F♯4_freq,G4_freq,G♯4_freq,A4_freq,A♯4_freq,B4_freq,C5_freq,C♯5_freq,D5_freq,D♯5_freq,E5_freq,F5_freq,F♯5_freq,G5_freq,G♯5_freq,A5_freq,A♯5_freq,B5_freq,C6_freq,D1_binary,E1_binary,F1_binary,G1_binary,A1_binary,B1_binary,C♯2_binary,D♯2_binary,C♯6_binary,D1_freq,E1_freq,F1_freq,G1_freq,A1_freq,B1_freq,C♯2_freq,D♯2_freq,C♯6_freq,C1_binary,C♯1_binary,D♯1_binary,F♯1_binary,G♯1_binary,A♯1_binary,C2_binary,D♯6_binary,F6_binary,F♯6_binary,G6_binary,C1_freq,C♯1_freq,D♯1_freq,F♯1_freq,G♯1_freq,A♯1_freq,C2_freq,D♯6_freq,F6_freq,F♯6_freq,G6_freq,D2_binary,D6_binary,E6_binary,G♯6_binary,A6_binary,A♯6_binary,B6_binary,D2_freq,D6_freq,E6_freq,G♯6_freq,A6_freq,A♯6_freq,B6_freq
Hanasaku_Iroha_-_Hana_no_Iro,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,,2,7,3,1,7,13,83,114,334,137,443,180,499,1512,214,386,156,98,187,563,1305,330,1109,442,2665,4213,588,2390,733,2107,786,225,544,125,171,52,27,44,34,128,29,130,213,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,32.0,107.0,3.0,1.0,2.0,,,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,71.0,4.0,8.0,2.0,4.0,2.0,43.0,35.0,2.0,,,0.0,0.0,0.0,0.0,0.0,,,2.0,148.0,436.0,2.0,13.0,,
Hanasaku_Iroha_-_Tsukikage_to_Buranko,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,50,1,1,8,4,12,44,605,694,211,639,243,385,344,651,1929,683,998,350,1822,1149,634,2790,413,770,566,872,2277,263,483,288,783,333,44,106,15,15,13,14,66,7,49,13,645,,0.0,0.0,0.0,,,,0.0,0.0,,41.0,265.0,1.0,,,,1.0,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,2.0,1.0,1.0,1.0,109.0,,2.0,12.0,0.0,0.0,0.0,,,,,1.0,3.0,1.0,,,,
Haru Uta - Ikimonogakari,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,10,1,10,3,9,16,46,50,66,123,137,299,404,897,789,263,276,241,463,622,369,1418,645,2027,648,2510,4263,632,3277,681,2989,204,107,186,224,124,75,150,1860,59,341,38,170,101,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,137.0,632.0,22.0,30.0,4.0,3.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,27.0,38.0,40.0,15.0,15.0,2.0,12.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,5.0,2.0,5.0,8.0,324.0
Hataraku_Maou-sama_-_Tsuki_Hana,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,333,8,13,6,30,88,44,177,230,255,156,435,1501,575,462,319,727,710,852,3922,898,477,496,1790,4692,501,3299,617,2949,1085,116,316,52,113,44,16,34,7,18,19,13,3,17,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,88.0,1.0,2.0,2.0,2.0,2.0,197.0,,,,0.0,0.0,0.0,,0.0,,,,,,,1.0,1.0,1.0,,37.0,,,,0.0,0.0,,,,,,1.0,1.0,,,,,
Hayate_no_Gotoku_Cant_Take_My_Eyes_Off_You_-_Cant_Take_My_Eyes_Off_You,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,7,20,33,36,43,55,94,273,294,381,285,787,814,972,745,707,792,409,1410,418,734,393,1008,2615,624,2042,517,1573,993,496,602,211,290,296,123,63,12,140,34,22,8,28,153,,0.0,0.0,0.0,,0.0,,0.0,0.0,,2.0,52.0,1.0,,1.0,,1.0,3.0,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,1.0,,7.0,2.0,4.0,17.0,0.0,0.0,,,,,,1.0,2.0,,,,,
Hidan_no_Aria_-_Scarlet_Ballet,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,8,1,2,1,3,10,104,61,38,96,82,128,178,838,628,428,775,868,618,830,1159,1233,856,1434,941,2057,1340,916,2004,745,1774,405,328,192,202,205,360,641,322,106,240,339,809,181,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,103.0,1.0,1.0,2.0,1.0,2.0,19.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,1.0,1.0,1.0,,27.0,3.0,24.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,8.0,17.0,,1.0,2.0,365.0
High_School_DxD_-_Study_x_Study,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,86,1,2,7,22,114,94,117,178,402,196,268,288,144,64,74,132,194,96,441,364,966,836,689,2023,1127,1292,2339,6349,1292,1272,420,739,171,112,92,138,97,23,17,53,55,2,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,164.0,3.0,2.0,2.0,2.0,2.0,16.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,44.0,1.0,,1.0,,,,1.0,3.0,2.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,5.0,3.0,34.0,7.0,3.0
High_School_DxD_-_Trip_Innocent_of_D,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,4,19,39,321,492,569,951,347,903,808,602,541,583,564,423,1380,1208,879,1040,1720,1094,756,2202,1776,2324,1132,1085,947,108,43,21,43,12,5,2,2,5,5,18,25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,24.0,244.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,6.0,3.0,8.0,4.0,2.0,2.0,1.0,,,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,1.0,1.0,1.0,,1.0,376.0
IS_Infinite_Stratos_-_Straight_Jet,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,25,181,69,126,123,161,308,372,368,488,645,601,608,881,1769,1581,1601,2872,1349,2578,1074,2894,1507,561,1541,424,1058,180,285,103,46,34,24,26,59,37,276,75,,,,,,,,,0.0,,,,,,,,,21.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,4.0,2.0,6.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,6.0,7.0,179.0,14.0,212.0
IS_Infinite_Stratos_-_Super_Stream,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,,2,1,2,3,6,158,37,90,55,88,218,224,295,192,488,446,257,754,906,1413,658,1428,2711,1656,2822,843,3000,1289,267,705,175,162,103,82,139,52,58,44,105,33,19,161,,0.0,0.0,0.0,,,,0.0,0.0,,5.0,226.0,2.0,,,,1.0,42.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,3.0,3.0,15.0,35.0,18.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,22.0,77.0,155.0,178.0,113.0
Kami_Nomi_zo_Shiru_Sekai_-_Koi_no_Shirushi_Ayumi_Version,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,3,2,2,2,57,86,123,190,96,200,660,448,575,333,656,323,1041,2888,1135,1634,912,3568,2354,589,3138,659,1483,280,1150,654,54,26,21,303,40,10,28,9,5,9,90,,,,,,,0.0,0.0,0.0,,,,,,,167.0,3.0,454.0,,,,,,,,0.0,,0.0,0.0,,,,,,,,10.0,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,5.0,3.0,1.0,,1.0,429.0
Kyoukai_Senjou_no_Horizon_-_Pieces,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,,1,,1,16,9,39,252,160,155,298,654,356,409,368,495,702,703,715,568,509,449,1248,2248,587,1857,398,2185,606,295,1502,758,396,183,582,632,104,39,58,372,124,165,124,37,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,10.0,55.0,1.0,,1.0,1.0,1.0,31.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,1.0,,1.0,,295.0,6.0,1.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,15.0,24.0,1.0,2.0,17.0
Kyoukai_Senjou_no_Horizon_-_Stardust_Melodia,,,,,,,,,,0,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,3,,3,49,8,128,197,58,256,392,896,356,489,967,593,298,290,587,285,462,688,731,1212,726,2721,2245,1726,2414,532,1714,675,1474,1034,174,309,150,247,78,90,289,81,233,47,899,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,73.0,2.0,3.0,2.0,3.0,3.0,60.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1.0,1.0,1.0,1.0,70.0,24.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,1.0,5.0,3.0,,1.0,,531.0
Kyoukai_Senjou_no_Horizon_-_Terminated,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,25,1,2,2,11,35,72,258,506,896,623,394,879,493,380,374,862,789,518,1611,907,1107,841,1767,2537,849,1639,1109,766,1050,302,1920,267,77,48,122,443,70,104,114,123,157,39,626,,,0.0,,,,0.0,0.0,0.0,,,104.0,,,,1.0,1.0,37.0,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,1.0,1.0,1.0,,32.0,,1.0,1.0,,0.0,0.0,,,0.0,0.0,,4.0,1.0,,,1.0,136.0
Lucky_Star_-_Motteke_Sailor_Fuku,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,53,2,2,3,10,60,98,67,67,120,114,65,136,103,122,60,125,385,379,1095,656,666,739,1135,3747,1367,1936,1128,3004,1526,822,1074,799,656,822,615,714,378,218,106,71,56,20,67,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,8.0,232.0,,1.0,1.0,1.0,1.0,17.0,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,1.0,,,,66.0,5.0,6.0,24.0,,0.0,0.0,0.0,0.0,0.0,,,10.0,46.0,11.0,7.0,9.0,
Magical_Girl_Lyrical_Nanoha_The_Movie_-_Dont_Be_Long,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,54,3,1,6,4,12,31,134,207,317,421,418,941,554,526,376,588,939,834,1228,1013,1301,1399,1450,2507,1723,2581,2105,931,1057,450,1420,664,137,268,127,122,57,111,78,36,56,12,81,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36.0,387.0,1.0,1.0,1.0,1.0,4.0,31.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,58.0,35.0,4.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,,36.0,8.0,9.0,12.0,25.0,32.0
Magipoka_-_Shichaimashou_Suggestive_Pakira_Version,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19,26,16,1,19,36,12,40,39,333,193,47,86,60,302,175,416,1021,833,818,1109,2547,1701,752,1223,837,1179,447,1291,1372,548,1140,854,1446,119,173,77,35,56,14,62,63,15,43,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,67.0,321.0,8.0,6.0,3.0,5.0,8.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,29.0,18.0,30.0,13.0,1.0,4.0,2.0,,,,,0.0,,,,,,,3.0,,,,,,
Mahou_Shoujo_Lyrical_Nanoha_-_Innocent_Starter,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,4,128,16,11,68,66,157,137,229,199,498,1103,409,1034,1263,1971,2866,1675,1459,972,1533,1177,2110,3515,1018,1713,398,807,355,127,225,63,52,21,14,65,30,8,10,1,14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33.0,431.0,1.0,2.0,1.0,1.0,2.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,2.0,1.0,3.0,2.0,,,,,0.0,,,,,,,2.0,,,,,,
Mahou_Shoujo_Lyrical_Nanoha_As_-_Snow_Rain,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,31,2,6,14,18,8,48,253,87,162,171,425,486,662,1189,350,353,822,1218,3309,1330,2427,3475,680,3295,2055,1452,1501,184,995,159,32,84,13,6,6,5,89,7,4,4,43,,,,,,,,0.0,0.0,,,,,,,,1.0,18.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,31.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,92.0,6.0,3.0,7.0,2.0,,105.0
Mahou_Shoujo_Lyrical_Nanoha_As_-_Spiritual_Garden,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,63,18,93,14,12,22,60,182,68,157,463,662,317,757,1013,780,1243,1017,3606,3653,873,2008,708,1875,252,211,257,31,46,26,86,23,13,14,12,13,11,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,3.0,2.0,1.0,1.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,16.0,2.0,,1.0,1.0,2.0,39.0,27.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,2.0,27.0,2.0,,2.0,18.0
Mahou_Shoujo_Lyrical_Nanoha_StrikerS_-_Beautiful_Amulet,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,1,1,,4,5,15,195,212,236,532,246,266,599,574,792,1070,1165,623,941,1021,1065,1053,1281,2523,2564,885,2309,1276,2679,540,432,896,68,106,46,32,18,16,90,76,549,8,26,,,0.0,0.0,,,0.0,0.0,0.0,,,39.0,1.0,,,1.0,1.0,35.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,3.0,4.0,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,4.0,4.0,24.0,4.0,19.0
Mahou_Shoujo_Lyrical_Nanoha_The_Movie_2nd_As_-_Bright_Stream,,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,,1,17,37,231,244,183,211,160,270,448,573,582,556,1014,745,2002,1279,729,1197,1039,1964,1431,1847,1577,735,1543,658,1761,366,200,249,201,278,40,101,99,19,31,29,68,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7.0,371.0,2.0,1.0,3.0,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,,,,6.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
Mahou_Shoujo_Lyrical_Nanoha_The_Movie_2nd_As_-_Hohoemi_no_Plumage,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,3,3,3,,8,14,15,91,179,263,311,344,300,421,1766,1121,854,794,1001,911,1177,1230,1294,998,1593,2088,3277,1890,1764,1075,1653,848,140,438,46,37,12,34,277,21,5,,3,3,22,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,163.0,2.0,3.0,3.0,2.0,2.0,4.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,3.0,1.0,1.0,314.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,3.0,170.0
Mahou_Shoujo_Lyrical_Nanoha_The_Movie_2nd_As_-_Sacred_Force,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,12,28,152,86,132,129,79,113,120,398,354,225,425,468,484,312,514,543,447,1479,1172,2495,874,708,1132,1034,1917,586,882,393,171,192,203,256,54,27,14,16,9,54,,,,,,,,,0.0,,,,,,,,,12.0,,,,,,,,0.0,,,,,,,,,,,2.0,,,,,0.0,0.0,,,,,,1.0,3.0,,,,
Mahou_Shoujo_Madoka_Magica_-_Connect,,,,,,,,,,0,,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,,,59,,3,1,5,24,118,160,569,519,846,247,493,1456,538,329,524,1390,248,709,1165,1465,2106,815,2171,1991,1818,2721,892,2504,339,165,359,11,7,8,1,5,,18,2,44,1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,188.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,1.0,2.0,1.0,1.0,,1.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,1.0,1.0,,1.0,123.0
Mahou_Shoujo_Madoka_Magica_-_Magia,,,,,,,,,,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,5,40,93,313,513,1229,363,144,143,202,344,204,1049,595,323,1578,867,1694,961,1417,3317,1493,3756,1516,4678,1414,311,496,274,246,129,93,187,43,108,75,195,101,19,26,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3.0,457.0,,1.0,1.0,1.0,1.0,1.0,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,1.0,,,,2.0,1.0,1.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,5.0,74.0,9.0,169.0
Maria_Holic_Alive_-_Dou_ni_mo_Tomaranai,,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,,9,38,15,91,57,176,156,250,443,429,418,534,886,765,605,1207,1758,1708,831,1396,1409,1159,990,835,1339,552,147,89,64,58,121,88,24,12,52,14,11,13,10,11,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,35.0,416.0,1.0,,1.0,1.0,1.0,13.0,,,0.0,,0.0,,,0.0,0.0,0.0,,,,3.0,,1.0,,,13.0,14.0,5.0,,,0.0,,,,,,,55.0,,,,,
Nekomonogatari_-_Perfect_Slumbers,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3,,3,4,214,316,251,530,199,382,232,851,1076,339,622,312,529,644,569,1654,1084,5997,720,3385,1556,2103,1441,191,635,79,23,20,42,51,33,50,37,8,23,24,13,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,109.0,6.0,2.0,2.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.0,1.0,2.0,11.0,1.0,2.0,2.0,1.0,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,5.0,,1.0,1.0,448.0
Nisemonogatari_-_Futakotome,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,,14,5,12,15,100,11,12,13,45,87,87,216,149,264,651,1123,2717,752,963,678,2658,6742,755,3181,243,1479,745,267,1323,64,134,43,54,52,62,34,18,98,39,4,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,313.0,4.0,2.0,3.0,4.0,3.0,22.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,6.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,24.0,19.0,6.0,184.0
Nisemonogatari_-_Marshmallow_Justice,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,8,38,25,23,38,211,453,220,550,476,473,827,1584,3566,1492,963,945,1709,2164,1034,2517,578,1153,124,787,1667,184,71,40,64,30,78,47,44,67,27,182,143,24,21,160,,0.0,0.0,,0.0,,,0.0,0.0,,36.0,308.0,,1.0,,,1.0,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,2.0,1.0,1.0,1.0,,1.0,1.0,312.0,,,,0.0,0.0,,,,,,1.0,15.0,,,,,
Nisemonogatari_-_Platinum_Disco,,,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,,1,,5,34,29,87,164,135,212,138,278,286,291,289,432,517,570,1434,945,2155,3932,1232,4080,715,2310,581,1002,400,144,299,125,146,361,441,209,127,158,57,179,228,152,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,401.0,1.0,1.0,1.0,1.0,1.0,38.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,21.0,108.0,2.0,2.0,,0.0,0.0,0.0,,,,,11.0,84.0,4.0,,,
Ore_no_Imouto_ga_Konna_ni_Kawaii_Wake_ga_Nai_-_Keep_on_Runnin,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,2,3,1,4,2,13,30,100,46,83,85,74,287,101,192,174,378,542,222,533,717,1877,4842,1272,2756,1027,3441,1418,293,2187,230,494,86,66,85,40,27,14,60,9,18,83,8,33,,,,,,,,0.0,0.0,,,,,,,,159.0,2.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,1.0,1.0,1.0,,,,,0.0,,0.0,0.0,,,,1.0,,1.0,291.0
Ore_no_Imouto_ga_Konna_ni_Kawaii_Wake_ga_Nai_-_Shiroi_Kokoro,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,4,7,4,2,4,65,570,470,822,487,1382,517,253,297,199,325,277,667,498,597,855,1984,4750,3581,3661,2527,2859,1488,1409,4876,999,302,744,61,135,10,29,16,5,8,1,6,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,79.0,344.0,3.0,3.0,2.0,3.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,20.0,16.0,1.0,1.0,1.0,32.0,10.0,61.0,58.0,,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,1.0,6.0,124.0,2.0,591.0
